BOR;AN;FI;RS;FI_EJ;AUTSU;AUTGEN;AUTSAIS;AUTPED;EMG
URGENCES;2021;950000364;CH RENE DUBOS;950110080;1;1;0;1;0
URGENCES;2021;950300244;CHP SAINTE MARIE OSNY;950045468;1;1;0;0;0
URGENCES;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;1;1;0;0;0
URGENCES;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;1;1;0;0;0
URGENCES;2021;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;1;1;0;0;1
URGENCES;2021;970100400;C.H. LOUIS CONSTANT FLEMING;970100186;1;1;0;0;
URGENCES;2021;970100426;C.H. STE MARIE;970100202;1;1;0;0;0
URGENCES;2021;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;1;1;0;1;
URGENCES;2021;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;1;1;0;0;0
URGENCES;2021;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;1;1;0;0;0
URGENCES;2021;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;1;1;0;0;0
URGENCES;2021;970211256;CHU DE MARTINIQUE SITE MERE ENFANT;970211207;1;0;0;1;0
URGENCES;2021;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;1;1;0;0;
URGENCES;2021;970300083;CENTRE HOSPITALIER -FRANCK-JOLY-;970302121;1;1;0;0;0
URGENCES;2021;970305637;CENTRE HOSPITALIER INTERCOM DE KOUROU;970305629;1;1;0;0;0
URGENCES;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;1;1;0;1;1
URGENCES;2021;970400057;CHU SITE SUD (SAINT PIERRE);970408589;1;1;0;1;
URGENCES;2021;970400065;CH OUEST REUNION;970421038;1;1;0;1;1
URGENCES;2021;970400073;GHER (SAINT-BENOIT);970403606;1;1;0;0;1
URGENCES;2021;980500011;CHM;980500003;1;1;0;0;0
